primary_cell_index,mutation_rate,area_reference,interaction_feedback,patch_count,patch_area,theoretical_k_fragment,theoretical_k_above_four,attempted_sources,source_prepared,projection_supported,potential_high_trait_viable_probability,realised_high_trait_persists_probability,all_three_below_one_patch_probability,final_interaction_mean_median,final_interaction_mean_q1,final_interaction_mean_q3,final_interaction_mean_ratio_to_n1_median,final_interaction_mean_ratio_to_n1_q1,final_interaction_mean_ratio_to_n1_q3,final_interaction_mean_reduction_from_n1_median,final_interaction_mean_reduction_from_n1_q1,final_interaction_mean_reduction_from_n1_q3,final_interaction_mean_paired_n,final_effective_size_mean_median,final_effective_size_mean_q1,final_effective_size_mean_q3,final_effective_size_mean_ratio_to_n1_median,final_effective_size_mean_ratio_to_n1_q1,final_effective_size_mean_ratio_to_n1_q3,final_effective_size_mean_reduction_from_n1_median,final_effective_size_mean_reduction_from_n1_q1,final_effective_size_mean_reduction_from_n1_q3,final_effective_size_mean_paired_n,realised_high_trait_mass_mean_median,realised_high_trait_mass_mean_q1,realised_high_trait_mass_mean_q3,realised_high_trait_mass_mean_ratio_to_n1_median,realised_high_trait_mass_mean_ratio_to_n1_q1,realised_high_trait_mass_mean_ratio_to_n1_q3,realised_high_trait_mass_mean_reduction_from_n1_median,realised_high_trait_mass_mean_reduction_from_n1_q1,realised_high_trait_mass_mean_reduction_from_n1_q3,realised_high_trait_mass_mean_paired_n
1,0.15,0.8,4.5,3,1.3333333333333333,7.5,True,100,86,86,0.0,1.0,1.0,0.0014772816170387283,0.001398576751901582,0.0018587233130075327,0.0014778148886500759,0.0013993316402238615,0.0018596268081890574,0.9985221851113499,0.9981403731918109,0.9986006683597761,86,10.799999999999999,10.6,10.799999999999999,0.14722222222222223,0.1448087431693989,0.14845549383552364,0.8527777777777777,0.8515445061644764,0.855191256830601,86,0.14923747276688454,0.1122004357298475,0.18845315904139434,0.2558685446009389,0.1887330549503752,0.34041243999360343,0.744131455399061,0.6595875600063965,0.8112669450496248,86
1,0.15,0.8,4.5,4,1.0,5.625,True,100,86,86,0.0,1.0,1.0,0.0014240836867830983,0.0013625564936212897,0.0017860794600874064,0.0014261600628922638,0.0013632333184517903,0.0017871476255570686,0.9985738399371078,0.9982128523744429,0.9986367666815482,86,8.1,7.95,8.1,0.11065573770491802,0.10950413223140497,0.1115702479338843,0.889344262295082,0.8884297520661157,0.890495867768595,86,0.16895604395604397,0.1304945054945055,0.20467032967032972,0.2887162316849817,0.2054217507747555,0.34389308608058616,0.7112837683150184,0.6561069139194138,0.7945782492252444,86
1,0.15,0.8,4.5,6,0.6666666666666666,3.75,False,100,86,86,0.0,1.0,1.0,0.0013329707468139197,0.001280000797372411,0.0017095779179063175,0.001333770950396737,0.0012810225509506167,0.0017100433140789873,0.9986662290496033,0.998289956685921,0.9987189774490492,86,5.3999999999999995,5.3999999999999995,5.3999999999999995,0.07377049180327867,0.07377049180327867,0.0743801652892562,0.9262295081967213,0.9256198347107438,0.9262295081967213,86,0.16666666666666663,0.1296296296296296,0.22222222222222218,0.28781540384915916,0.20192799707602338,0.35963866749159906,0.7121845961508408,0.640361332508401,0.7980720029239767,86
1,0.15,0.8,4.5,8,0.5,2.8125,False,100,86,86,0.0,0.9883720930232558,1.0,0.001296004116419329,0.0012626248459559504,0.001689835802561989,0.0012964302606152897,0.0012633544236972942,0.0016904587639010496,0.9987035697393847,0.9983095412360989,0.9987366455763027,86,4.2,4.2,4.2,0.05737704918032787,0.05737704918032787,0.057851239669421496,0.9426229508196722,0.9421487603305785,0.9426229508196722,86,0.1875,0.125,0.2321428571428572,0.3109287193138126,0.20784942266380235,0.411231992797119,0.6890712806861874,0.5887680072028811,0.7921505773361976,86
1,0.15,0.8,4.5,12,0.3333333333333333,1.875,False,100,86,86,0.0,1.0,1.0,0.0012534691344407082,0.0012347722226957107,0.0016544144600881608,0.00125411257512838,0.001235303454238344,0.0016550311864758152,0.9987458874248716,0.9983449688135242,0.9987646965457617,86,3.0,3.0,3.0,0.040983606557377046,0.040983606557377046,0.04132231404958678,0.9590163934426229,0.9586776859504132,0.9590163934426229,86,0.19166666666666665,0.15,0.23333333333333336,0.31635338345864666,0.26076863354037266,0.39497709146444937,0.6836466165413534,0.6050229085355506,0.7392313664596273,86
1,0.15,0.8,4.5,16,0.25,1.40625,False,100,86,86,0.0,1.0,1.0,0.0012408169637827913,0.0012220756639090933,0.0016474319247535036,0.0012413162455938956,0.0012230108054122149,0.0016485914270862958,0.998758683754406,0.9983514085729137,0.9987769891945878,86,2.3999999999999995,2.3999999999999995,2.3999999999999995,0.032786885245901634,0.032786885245901634,0.033057851239669415,0.9672131147540983,0.9669421487603306,0.9672131147540983,86,0.234375,0.1875,0.265625,0.37523674242424254,0.318359375,0.469429347826087,0.6247632575757576,0.5305706521739131,0.681640625,86
2,0.15,0.8,6.0,1,4.0,30.0,True,100,83,83,1.0,1.0,0.0,0.9999585719173864,0.9999321147487137,0.9999754402530645,1.0,1.0,1.0,0.0,0.0,0.0,83,73.2,72.6,73.2,1.0,1.0,1.0,0.0,0.0,0.0,83,0.5950413223140496,0.540983606557377,0.639344262295082,1.0,1.0,1.0,0.0,0.0,0.0,83
2,0.15,0.8,6.0,2,2.0,15.0,True,100,83,83,0.0,1.0,1.0,0.00017411422833069483,0.0001434503873467132,0.00022122685563252434,0.0001741180360687248,0.00014345808582804254,0.00022123366550143634,0.9998258819639313,0.9997787663344986,0.999856541914172,83,15.899999999999999,15.6,15.899999999999999,0.21721311475409832,0.21516159376469796,0.2190082644628099,0.7827868852459017,0.78099173553719,0.784838406235302,83,0.13461538461538464,0.11182336182336183,0.1705840455840456,0.2437562437562438,0.18281022727101154,0.2974999554200325,0.7562437562437562,0.7025000445799675,0.8171897727289885,83
2,0.15,0.8,6.0,3,1.3333333333333333,10.0,True,100,83,83,0.0,1.0,1.0,0.00014547283909012527,0.0001301959291596191,0.000201211347462931,0.00014547455006967488,0.00013020748017883508,0.00020121545020170936,0.9998545254499304,0.9997987845497983,0.9998697925198212,83,10.6,10.6,10.799999999999999,0.14634146341463414,0.1448087431693989,0.1481506570925349,0.8536585365853658,0.8518493429074652,0.855191256830601,83,0.13398692810457516,0.1111111111111111,0.19226579520697168,0.23809523809523805,0.19073162760588516,0.32613301730948785,0.761904761904762,0.6738669826905122,0.8092683723941149,83
2,0.15,0.8,6.0,4,1.0,7.5,True,100,83,83,0.0,1.0,1.0,0.00013803497791421883,0.00011974679936956281,0.00018509599397827675,0.00013804429165498392,0.00011975400239751181,0.00018510499884058602,0.999861955708345,0.9998148950011594,0.9998802459976025,83,8.1,7.949999999999999,8.1,0.11041666666666666,0.10860655737704918,0.1115702479338843,0.8895833333333334,0.8884297520661157,0.8913934426229508,83,0.15109890109890112,0.12706043956043955,0.20054945054945061,0.2615744910826879,0.20086710164835167,0.3430089255982114,0.7384255089173122,0.6569910744017886,0.7991328983516484,83
2,0.15,0.8,6.0,6,0.6666666666666666,5.0,True,100,83,83,0.0,1.0,1.0,0.0001221263695018183,0.00011129686273960682,0.00017493336485863538,0.00012212820687415205,0.0001113090210228786,0.00017493890171965543,0.9998778717931258,0.9998250610982804,0.9998886909789771,83,5.3999999999999995,5.3999999999999995,5.3999999999999995,0.07377049180327867,0.07377049180327867,0.0743801652892562,0.9262295081967213,0.9256198347107438,0.9262295081967213,83,0.14814814814814814,0.11111111111111109,0.20555555555555555,0.2510288065843621,0.1849989357173265,0.3616503827771433,0.7489711934156379,0.6383496172228567,0.8150010642826735,83
2,0.15,0.8,6.0,8,0.5,3.75,False,100,83,83,0.0,0.9879518072289156,0.9879518072289156,0.00011841167025545724,0.00011001503510417947,0.00017060417204129935,0.00011843497688303961,0.0001100184039873262,0.00017060705057142614,0.999881565023117,0.9998293929494286,0.9998899815960127,83,4.2,4.2,4.2,0.05737704918032787,0.05737704918032787,0.057851239669421496,0.9426229508196722,0.9421487603305785,0.9426229508196722,83,0.1964285714285714,0.125,0.23214285714285718,0.3063616071428571,0.2098139930522509,0.42532911077993046,0.6936383928571429,0.5746708892200696,0.7901860069477491,83
2,0.15,0.8,6.0,12,0.3333333333333333,2.5,False,100,83,83,0.0,1.0,1.0,0.0001104670687726076,0.00010664299525957194,0.00016437789370788434,0.00011047363216444294,0.00010664809526177241,0.00016438349426662333,0.9998895263678356,0.9998356165057334,0.9998933519047382,83,3.0,3.0,3.0,0.040983606557377046,0.040983606557377046,0.04132231404958678,0.9590163934426229,0.9586776859504132,0.9590163934426229,83,0.18333333333333335,0.15,0.23333333333333336,0.3080808080808081,0.24994276556776557,0.39361167002012076,0.6919191919191918,0.6063883299798792,0.7500572344322345,83
2,0.15,0.8,6.0,16,0.25,1.875,False,100,83,83,0.0,1.0,1.0,0.00010812926579329694,0.00010520480096438553,0.0001636927395629271,0.00010813053755621601,0.00010520773091724585,0.00016369783149935106,0.9998918694624438,0.9998363021685006,0.9998947922690827,83,2.3999999999999995,2.3999999999999995,2.3999999999999995,0.032786885245901634,0.032786885245901634,0.033057851239669415,0.9672131147540983,0.9669421487603306,0.9672131147540983,83,0.21875,0.1796875,0.265625,0.3704819277108434,0.31770833333333337,0.4478605028609155,0.6295180722891567,0.5521394971390845,0.6822916666666666,83
3,0.15,1.0,6.0,1,4.0,24.0,True,100,80,80,1.0,1.0,0.0,0.9996495227092286,0.999554598929346,0.9997464794687472,1.0,1.0,1.0,0.0,0.0,0.0,80,73.2,72.6,73.2,1.0,1.0,1.0,0.0,0.0,0.0,80,0.5967009890258772,0.5525843381655602,0.6363636363636362,1.0,1.0,1.0,0.0,0.0,0.0,80
3,0.15,1.0,6.0,2,2.0,12.0,True,100,80,80,0.0,0.9875,1.0,0.0008796131967099836,0.0007947383002354115,0.0010885476604863664,0.0008798754591615742,0.0007953439498418784,0.0010891059423685941,0.9991201245408384,0.9989108940576314,0.9992046560501582,80,15.899999999999999,15.6,16.2,0.21721311475409832,0.2154471544715447,0.21951219512195122,0.7827868852459017,0.7804878048780488,0.7845528455284553,80,0.13461538461538464,0.11182336182336185,0.2061965811965812,0.23944030066930158,0.1884910131399839,0.35767151528021107,0.7605596993306984,0.642328484719789,0.811508986860016,80
3,0.15,1.0,6.0,3,1.3333333333333333,8.0,True,100,80,80,0.0,1.0,1.0,0.000775601611149069,0.0007367961705118253,0.0010074230764685738,0.0007759034477050647,0.0007370951047591436,0.0010076217363655803,0.9992240965522949,0.9989923782636344,0.9992629048952409,80,10.799999999999999,10.6,10.799999999999999,0.1473816029143898,0.1448087431693989,0.14784582034954613,0.8526183970856103,0.8521541796504539,0.855191256830601,80,0.14814814814814814,0.1111111111111111,0.18518518518518515,0.24439304341265125,0.18876180101670292,0.30233816419673737,0.7556069565873488,0.6976618358032627,0.8112381989832971,80
3,0.15,1.0,6.0,4,1.0,6.0,True,100,80,80,0.0,1.0,1.0,0.0007375654163058554,0.0007128896009502212,0.000983040505339654,0.0007377097019205086,0.0007132825133292142,0.000983235610169799,0.9992622902980794,0.9990167643898302,0.9992867174866708,80,8.1,7.95,8.1,0.11065573770491802,0.10860655737704918,0.1115702479338843,0.889344262295082,0.8884297520661157,0.8913934426229508,80,0.15247252747252749,0.1150412087912088,0.20364010989010992,0.265076324051888,0.2071830413176567,0.34609080022541566,0.7349236759481119,0.6539091997745843,0.7928169586823433,80
3,0.15,1.0,6.0,6,0.6666666666666666,4.0,False,100,80,80,0.0,1.0,1.0,0.0006913399467907038,0.000670736892689354,0.0009221534792867816,0.0006917160019797996,0.000671002130022414,0.0009224797443274778,0.9993082839980202,0.9990775202556725,0.9993289978699776,80,5.3999999999999995,5.3999999999999995,5.3999999999999995,0.07377049180327867,0.07377049180327867,0.0743801652892562,0.9262295081967213,0.9256198347107438,0.9262295081967213,80,0.14814814814814814,0.11111111111111112,0.21527777777777776,0.27678062678062676,0.19615415200493033,0.3607938924840333,0.7232193732193732,0.6392061075159667,0.8038458479950696,80
3,0.15,1.0,6.0,8,0.5,3.0,False,100,80,80,0.0,1.0,1.0,0.0006744821608177973,0.0006591691402793232,0.0009137468976136115,0.0006747011179639676,0.0006593389394942727,0.0009140664357512175,0.999325298882036,0.9990859335642488,0.9993406610605058,80,4.2,4.2,4.2,0.05737704918032787,0.05737704918032787,0.057851239669421496,0.9426229508196722,0.9421487603305785,0.9426229508196722,80,0.1785714285714286,0.125,0.23214285714285715,0.3038194444444445,0.2010989010989011,0.39655546917870865,0.6961805555555556,0.6034445308212913,0.798901098901099,80
3,0.15,1.0,6.0,12,0.3333333333333333,2.0,False,100,80,80,0.0,1.0,1.0,0.0006547964988718382,0.0006463191529873395,0.0008847470300369704,0.0006551357500326636,0.0006464850986585763,0.0008849764860925902,0.9993448642499674,0.9991150235139074,0.9993535149013415,80,3.0,3.0,3.0,0.040983606557377046,0.040983606557377046,0.04132231404958678,0.9590163934426229,0.9586776859504132,0.9590163934426229,80,0.18333333333333335,0.15,0.23333333333333336,0.31355311355311355,0.26648817135549874,0.4020123648869963,0.6864468864468865,0.5979876351130037,0.7335118286445013,80
3,0.15,1.0,6.0,16,0.25,1.5,False,100,80,80,0.0,1.0,1.0,0.0006489014840641011,0.000640532511863598,0.0008856501268477646,0.0006491639125252001,0.0006408372747352233,0.0008858697239588268,0.9993508360874748,0.9991141302760411,0.9993591627252648,80,2.3999999999999995,2.3999999999999995,2.3999999999999995,0.032786885245901634,0.032786885245901634,0.033057851239669415,0.9672131147540983,0.9669421487603306,0.9672131147540983,80,0.21875,0.18359375,0.265625,0.374092386071887,0.313203125,0.4524833488885118,0.625907613928113,0.5475166511114882,0.686796875,80
4,0.15,1.2,4.5,1,4.0,15.0,True,100,80,80,1.0,1.0,0.0,0.9941722911216794,0.9931733321135603,0.9953355531395015,1.0,1.0,1.0,0.0,0.0,0.0,80,72.6,72.6,73.2,1.0,1.0,1.0,0.0,0.0,0.0,80,0.5991803278688526,0.5454545454545454,0.6311475409836065,1.0,1.0,1.0,0.0,0.0,0.0,80
4,0.15,1.2,4.5,2,2.0,7.5,True,100,80,80,0.0,1.0,1.0,0.01747824694210348,0.016204513021677087,0.01840549333727228,0.017578261375328877,0.016289849321336057,0.018506562432277572,0.9824217386246712,0.9814934375677224,0.9837101506786639,80,16.2,16.2,16.5,0.2231404958677686,0.22131147540983603,0.22540983606557377,0.7768595041322314,0.7745901639344263,0.778688524590164,80,0.16712454212454214,0.11111111111111112,0.2047720797720798,0.2846102150537634,0.1969756441223833,0.37007592275449425,0.7153897849462366,0.6299240772455057,0.8030243558776167,80
4,0.15,1.2,4.5,3,1.3333333333333333,5.0,True,100,80,80,0.0,1.0,1.0,0.01585407167254487,0.01519759089287965,0.016458941639484533,0.015955008891719746,0.015254660760285626,0.016566928325342928,0.9840449911082803,0.9834330716746571,0.9847453392397144,80,10.799999999999999,10.799999999999999,11.0,0.1487603305785124,0.14754098360655735,0.15151515151515152,0.8512396694214877,0.8484848484848485,0.8524590163934427,80,0.16666666666666663,0.12962962962962962,0.2207602339181286,0.2796316716224261,0.2141396533519821,0.3738504216085988,0.7203683283775739,0.6261495783914011,0.7858603466480178,80
4,0.15,1.2,4.5,4,1.0,3.75,False,100,80,80,0.0,1.0,1.0,0.015218027049597013,0.014701983541866748,0.015608599382202739,0.015308562975125698,0.014772447580286934,0.015726113145970895,0.9846914370248743,0.9842738868540291,0.985227552419713,80,8.25,8.25,8.4,0.11363636363636365,0.11265368852459016,0.11475409836065574,0.8863636363636364,0.8852459016393442,0.8873463114754099,80,0.16071428571428573,0.12156593406593408,0.2142857142857143,0.2664483160910889,0.20246051922491162,0.3793892567030681,0.7335516839089111,0.6206107432969319,0.7975394807750884,80
4,0.15,1.2,4.5,6,0.6666666666666666,2.5,False,100,80,80,0.0,1.0,1.0,0.014778594887881684,0.014316705511953702,0.014946489744128358,0.014862079201378286,0.014404665856944918,0.015042666204565984,0.9851379207986217,0.984957333795434,0.9855953341430551,80,5.3999999999999995,5.3999999999999995,5.499999999999999,0.0743801652892562,0.0743801652892562,0.07575757575757576,0.9256198347107438,0.9242424242424242,0.9256198347107438,80,0.17129629629629628,0.1444444444444444,0.2037037037037037,0.28664042148970753,0.23392422027290452,0.3477282950967162,0.7133595785102925,0.6522717049032839,0.7660757797270955,80
4,0.15,1.2,4.5,8,0.5,1.875,False,100,80,80,0.0,0.9875,1.0,0.014507922180986605,0.014147750282564778,0.0147045212033967,0.01459122774715627,0.014235745698141428,0.014789986733010511,0.9854087722528437,0.9852100132669894,0.9857642543018585,80,4.2,4.2,4.2,0.057851239669421496,0.05737704918032787,0.057851239669421496,0.9421487603305785,0.9421487603305785,0.9426229508196722,80,0.17857142857142855,0.125,0.21428571428571427,0.2986026904130352,0.20100328947368423,0.37577639751552794,0.7013973095869648,0.6242236024844721,0.7989967105263158,80
4,0.15,1.2,4.5,12,0.3333333333333333,1.25,False,100,80,80,0.0,1.0,1.0,0.014288183883615515,0.014061397177911562,0.014447858792350606,0.014369877424248051,0.014167290283036512,0.014528953222099432,0.985630122575752,0.9854710467779006,0.9858327097169635,80,3.0,3.0,3.0,0.04132231404958678,0.040983606557377046,0.04132231404958678,0.9586776859504132,0.9586776859504132,0.9590163934426229,80,0.19999999999999998,0.15,0.23333333333333336,0.31490707568293774,0.26361083165660637,0.382736009344802,0.6850929243170623,0.6172639906551981,0.7363891683433936,80
4,0.15,1.2,4.5,16,0.25,0.9375,False,100,80,80,0.0,1.0,1.0,0.014235612173706634,0.01404015182858451,0.014309947845728921,0.014314214690670003,0.014138866976515091,0.014400506624487542,0.9856857853093299,0.9855994933755126,0.9858611330234849,80,2.3999999999999995,2.3999999999999995,2.3999999999999995,0.033057851239669415,0.032786885245901634,0.033057851239669415,0.9669421487603306,0.9669421487603306,0.9672131147540983,80,0.234375,0.1875,0.265625,0.381969363190407,0.3188244047619047,0.46009615384615377,0.6180306368095931,0.5399038461538462,0.6811755952380953,80
5,0.2,0.8,3.0,1,4.0,15.0,True,100,85,85,1.0,1.0,0.0,0.9929424716428996,0.9912439766467875,0.9939587533288706,1.0,1.0,1.0,0.0,0.0,0.0,85,72.6,72.0,72.6,1.0,1.0,1.0,0.0,0.0,0.0,85,0.5702479338842975,0.5206611570247932,0.6083333333333332,1.0,1.0,1.0,0.0,0.0,0.0,85
5,0.2,0.8,3.0,2,2.0,7.5,True,100,85,85,0.0,1.0,1.0,0.01620700533510984,0.015062455775510976,0.017944295791366548,0.016298951807642154,0.015212196113596295,0.018031886984739603,0.9837010481923578,0.9819681130152604,0.9847878038864037,85,16.5,16.2,16.5,0.2272727272727273,0.22499999999999998,0.22916666666666666,0.7727272727272727,0.7708333333333334,0.775,85,0.18386243386243392,0.12962962962962965,0.2222222222222222,0.3283160007297939,0.23911149825783978,0.40072859744990896,0.6716839992702062,0.599271402550091,0.7608885017421603,85
5,0.2,0.8,3.0,3,1.3333333333333333,5.0,True,100,85,85,0.0,1.0,1.0,0.014477172949371127,0.013708331758112985,0.016322588951848436,0.014570036216849897,0.01381119660528371,0.016426033175508285,0.9854299637831501,0.9835739668244917,0.9861888033947163,85,10.799999999999999,10.799999999999999,11.0,0.15,0.1487603305785124,0.15151515151515152,0.85,0.8484848484848485,0.8512396694214877,85,0.19785575048732942,0.1666666666666666,0.2348927875243665,0.3278688524590163,0.28403755868544595,0.40363232023721257,0.6721311475409837,0.5963676797627875,0.715962441314554,85
5,0.2,0.8,3.0,4,1.0,3.75,False,100,85,85,0.0,1.0,1.0,0.01395032346527966,0.013367997195760683,0.015518123894665368,0.01403208034100245,0.013449550603401363,0.015627497545338345,0.9859679196589975,0.9843725024546617,0.9865504493965986,85,8.4,8.25,8.4,0.11570247933884299,0.11363636363636365,0.11666666666666667,0.884297520661157,0.8833333333333333,0.8863636363636364,85,0.19642857142857145,0.14285714285714285,0.23214285714285715,0.32786391690501276,0.25274725274725285,0.4081632653061225,0.6721360830949872,0.5918367346938775,0.7472527472527472,85
5,0.2,0.8,3.0,6,0.6666666666666666,2.5,False,100,85,85,0.0,1.0,1.0,0.013230035385965956,0.012742395550172073,0.014933239656181927,0.013324070390579472,0.012828700003234023,0.015048601855910724,0.9866759296094205,0.9849513981440893,0.987171299996766,85,5.5,5.3999999999999995,5.599999999999999,0.07575757575757576,0.075,0.0771349862258953,0.9242424242424242,0.9228650137741047,0.925,85,0.19814814814814818,0.15555555555555556,0.2518518518518518,0.362850729517396,0.26190476190476186,0.4450786402841197,0.6371492704826041,0.5549213597158803,0.7380952380952381,85
5,0.2,0.8,3.0,8,0.5,1.875,False,100,85,85,0.0,1.0,1.0,0.012707201963595597,0.012473561874370986,0.01459269754533189,0.012789376740163899,0.01260209012015168,0.0146936206899,0.9872106232598361,0.9853063793101,0.9873979098798483,85,4.2,4.2,4.2,0.057851239669421496,0.057851239669421496,0.058333333333333334,0.9421487603305785,0.9416666666666667,0.9421487603305785,85,0.1785714285714286,0.14285714285714288,0.23214285714285712,0.32345013477088946,0.2597402597402598,0.3764478764478766,0.6765498652291105,0.6235521235521234,0.7402597402597402,85
