primary_cell_index,mutation_rate,area_reference,interaction_feedback,patch_count,patch_area,theoretical_k_fragment,theoretical_k_above_four,attempted_sources,source_prepared,projection_supported,potential_high_trait_viable_probability,realised_high_trait_persists_probability,all_three_below_one_patch_probability,final_interaction_mean_median,final_interaction_mean_q1,final_interaction_mean_q3,final_interaction_mean_ratio_to_n1_median,final_interaction_mean_ratio_to_n1_q1,final_interaction_mean_ratio_to_n1_q3,final_interaction_mean_reduction_from_n1_median,final_interaction_mean_reduction_from_n1_q1,final_interaction_mean_reduction_from_n1_q3,final_interaction_mean_paired_n,final_effective_size_mean_median,final_effective_size_mean_q1,final_effective_size_mean_q3,final_effective_size_mean_ratio_to_n1_median,final_effective_size_mean_ratio_to_n1_q1,final_effective_size_mean_ratio_to_n1_q3,final_effective_size_mean_reduction_from_n1_median,final_effective_size_mean_reduction_from_n1_q1,final_effective_size_mean_reduction_from_n1_q3,final_effective_size_mean_paired_n,realised_high_trait_mass_mean_median,realised_high_trait_mass_mean_q1,realised_high_trait_mass_mean_q3,realised_high_trait_mass_mean_ratio_to_n1_median,realised_high_trait_mass_mean_ratio_to_n1_q1,realised_high_trait_mass_mean_ratio_to_n1_q3,realised_high_trait_mass_mean_reduction_from_n1_median,realised_high_trait_mass_mean_reduction_from_n1_q1,realised_high_trait_mass_mean_reduction_from_n1_q3,realised_high_trait_mass_mean_paired_n
0,0.1,0.8,6.0,1,4.0,30.0,True,100,80,80,1.0,1.0,0.0,0.999971301191424,0.9999593540180541,0.9999820146674696,1.0,1.0,1.0,0.0,0.0,0.0,80,73.8,73.2,73.8,1.0,1.0,1.0,0.0,0.0,0.0,80,0.6378539493293591,0.5971444755431161,0.6916797797010228,1.0,1.0,1.0,0.0,0.0,0.0,80
0,0.1,0.8,6.0,2,2.0,15.0,True,100,80,80,0.0,1.0,1.0,0.00013787025667103906,0.00012498548804908664,0.00016209408836664885,0.00013787609383572705,0.00012498950601506616,0.0001620965869126519,0.9998621239061642,0.9998379034130873,0.999875010493985,80,15.6,15.6,15.899999999999999,0.21311475409836064,0.21138211382113822,0.2154471544715447,0.7868852459016393,0.7845528455284553,0.7886178861788617,80,0.1153846153846154,0.07692307692307694,0.15740740740740744,0.1805871905871906,0.12420855400307457,0.254235347985348,0.8194128094128094,0.745764652014652,0.8757914459969255,80
0,0.1,0.8,6.0,3,1.3333333333333333,10.0,True,100,80,80,0.0,1.0,1.0,0.00012296439176835288,0.0001165929177070289,0.0001337865555240883,0.00012296865061043667,0.00011659652735457688,0.00013379465003575766,0.9998770313493897,0.9998662053499642,0.9998834034726454,80,10.4,10.399999999999999,10.6,0.14227481050590518,0.14092140921409213,0.1448087431693989,0.8577251894940949,0.855191256830601,0.8590785907859079,80,0.11328976034858385,0.07516339869281045,0.14950980392156862,0.1710953127189797,0.12269606993135383,0.2201541827254784,0.8289046872810203,0.7798458172745215,0.8773039300686463,80
0,0.1,0.8,6.0,4,1.0,7.5,True,100,80,80,0.0,1.0,1.0,0.00011578747907111297,0.00011116151464531133,0.0001252102797845168,0.00011579035872076243,0.00011116492004736672,0.0001252159438722645,0.9998842096412792,0.9998747840561277,0.9998888350799526,80,7.949999999999999,7.8,7.95,0.10743801652892562,0.10569105691056911,0.10860655737704918,0.8925619834710744,0.8913934426229508,0.8943089430894309,80,0.11538461538461539,0.09306318681318683,0.15384615384615385,0.18164527779912398,0.1402815167875409,0.25142911010558067,0.818354722200876,0.7485708898944193,0.8597184832124591,80
0,0.1,0.8,6.0,6,0.6666666666666666,5.0,True,100,80,80,0.0,1.0,1.0,0.00011155450892795651,0.00010793916596410751,0.00011623229333560135,0.00011155596600601285,0.00010794166610322904,0.00011623781825643875,0.9998884440339939,0.9998837621817436,0.9998920583338968,80,5.3999999999999995,5.3999999999999995,5.3999999999999995,0.07377049180327867,0.07317073170731707,0.07377049180327867,0.9262295081967213,0.9262295081967213,0.926829268292683,80,0.12962962962962962,0.11111111111111109,0.16666666666666666,0.21030225627926769,0.1531419059508947,0.2739949697781023,0.7896977437207323,0.7260050302218979,0.8468580940491053,80
0,0.1,0.8,6.0,8,0.5,3.75,False,100,80,80,0.0,1.0,1.0,0.00010865530678414606,0.00010558387619885527,0.00011389616194404874,0.00010865860503130203,0.00010558674265532754,0.00011390190686994603,0.9998913413949686,0.99988609809313,0.9998944132573446,80,4.2,4.2,4.2,0.05691056910569106,0.05691056910569106,0.05737704918032787,0.943089430894309,0.9426229508196722,0.943089430894309,80,0.14285714285714288,0.10714285714285716,0.19642857142857145,0.22853777637759196,0.1694109461966605,0.32916128941757383,0.771462223622408,0.6708387105824261,0.8305890538033396,80
0,0.1,0.8,6.0,12,0.3333333333333333,2.5,False,100,80,80,0.0,1.0,1.0,0.00010542747423265291,0.00010387604533162029,0.00010782015602293073,0.00010543101842996694,0.00010387836909960256,0.00010782419601925972,0.99989456898157,0.9998921758039807,0.9998961216309004,80,3.0,3.0,3.0,0.04065040650406504,0.04065040650406504,0.040983606557377046,0.959349593495935,0.9590163934426229,0.959349593495935,80,0.16666666666666666,0.11666666666666667,0.20000000000000004,0.2515432098765432,0.18598484848484848,0.32343287995269077,0.7484567901234568,0.6765671200473092,0.8140151515151515,80
0,0.1,0.8,6.0,16,0.25,1.875,False,100,80,80,0.0,1.0,1.0,0.0001049053213792029,0.00010339555373742453,0.00010701979462999245,0.00010490944418118089,0.0001033980186128833,0.00010702321900460565,0.9998950905558188,0.9998929767809954,0.9998966019813871,80,2.3999999999999995,2.3999999999999995,2.3999999999999995,0.03252032520325203,0.03252032520325203,0.032786885245901634,0.967479674796748,0.9672131147540983,0.967479674796748,80,0.203125,0.15625,0.25,0.3177083333333333,0.24533599624060148,0.3819443128411158,0.6822916666666667,0.6180556871588843,0.7546640037593986,80
1,0.15,0.8,4.5,1,4.0,22.5,True,100,86,86,1.0,1.0,0.0,0.9995390846422034,0.999318617251805,0.9996597012336002,1.0,1.0,1.0,0.0,0.0,0.0,86,73.2,72.6,73.2,1.0,1.0,1.0,0.0,0.0,0.0,86,0.600833220430836,0.5449002217294899,0.639344262295082,1.0,1.0,1.0,0.0,0.0,0.0,86
1,0.15,0.8,4.5,2,2.0,11.25,True,100,86,86,0.0,0.9883720930232558,1.0,0.0016779709341297852,0.001525760144915121,0.0019668242978722983,0.0016800940836860202,0.0015262554731305417,0.001968105907618395,0.9983199059163139,0.9980318940923816,0.9984737445268694,86,15.899999999999999,15.6,16.2,0.21721311475409832,0.21487603305785125,0.22131147540983603,0.7827868852459017,0.778688524590164,0.7851239669421488,86,0.13176638176638178,0.09989316239316241,0.1871438746438747,0.22928820151042373,0.1710210299995748,0.343876050010216,0.7707117984895762,0.656123949989784,0.8289789700004252,86
